high  53   80  78.600254453
high  53   90  77.336925204
high  53  100  79.881161734
high  53  110  80.802227692
high  54   50  67.601775125
high  54   60  70.661163308
high  54   70  74.202425836
high  56   50  69.310893805
high  56   60  73.925638313
high  56   70  75.471849056
high  56   80  77.781745931
high  57   50  72.201108025
high  57   60  76.006578663
high  57   70  77.077882690
high  57   80  80.156097709
high  57   90  81.394102980
high  57  100  83.486525859
high  57  110  82.661962232
high  59   50  70.837842994
high  60   50  70.213958726
high  60   60  75.432088663
high  60   70  77.420927403
high  60   80  79.056941504
high  60   90  77.233412459
high  60  100  81.024687596
high  60  110  83.528438271
high  62   50  71.700767081
high  62   60  74.813100457
high  63   50  68.476273263
high  63   60  75.471849056
high  63   70  76.400261780
high  63   80  78.230428862
high  63   90  78.549347547
high  63  100  80.280757346
high  63  110  81.394102980
high  64   50  70.802542327
high  64   60  73.409808609
high  64   70  75.604232686
high  64   80  78.644770964
high  64   90  79.025312401
high  64  100  80.603970126
high  64  110  81.884064384
low    8   50  71.700767081
low    8   60  78.816241981
low   10   50  71.281133549
low   10   60  78.492037813
low   10   70  82.492423895
low   10   80  82.377181306
low   10   90  84.811555816
low   10  100  84.291162052
low   10  110  83.862983491
low   13   50  66.603303221
low   13   60  70.604532432
low   13   70  72.069410987
low   13   80  73.878278269
low   13   90  75.822160349
low   13  100  78.243210568
low   13  110  79.649231007
low   16   50  72.718635851
low   16   60  81.565924258
low   16   70  82.134036794
low   16   80  83.006023878
low   16   90  83.737685662
low   16  100  84.899941107
low   16  110  86.833173384
low   17   50  73.246160309
low   17   60  80.956778592
low   17   70  78.409183136
low   17   80  81.271151093
low   17   90  83.408632647
low   27   50  70.455659815
low   27   60  78.409183136
low   27   70  79.404030124
low   27   80  80.802227692
low   27   90  82.661962232
low   27  100  82.879430500
low   27  110  85.702975444
low   28   50  70.178344238
low   30   50  72.249567473
low   30   60  75.432088663
low   31   50  70.830784268
low   31   60  75.802374633
low   31   70  80.000000000
low   31   80  81.633326528
low   31   90  82.006097334
low   31  100  80.808415403
low   31  110  82.680106434
low   32   50  70.178344238
low   32   60  72.470683728
low   32   70  75.822160349
low   32   80  76.609398901
low   33   50  69.115844783
low   33   60  74.330343737
low   33   70  76.850504227
low   33   80  77.006493233
low   33   90  78.517513970
low   33  100  81.688432474
low   34   50  73.006848994
low   34   60  77.524189773
low   34   70  77.201036262
low   34   80  82.800966178
low   34   90  81.320354156
low   34  100  83.408632647
low   35   50  75.073297516
low   35   60  78.032044700
low   35   70  80.156097709
low   35   80  83.006023878
low   35   90  82.219219164
low   35  100  84.053554357
low   35  110  84.876380696
low   37   50  69.771054170
low   37   60  74.404300951
low   37   70  76.609398901
low   37   80  77.388629656
low   37   90  82.419657849
low   37  100  80.280757346
low   37  110  82.661962232
low   38   50  71.561162651
low   38   60  78.006409993
low   38   70  81.688432500
low   38   80  79.322128060
low   39   50  74.027022093
low   39   60  75.471849056
low   39   70  79.511005528
low   39   80  80.448741444
low   40   50  70.344944500
low   40   60  76.843997814
low   40   70  76.694197955
low   40   80  81.024687596
low   40   90  81.344944526
low   41   50  73.246160309
low   41   60  78.236819976
low   41   70  79.649231007
low   41   80  80.212218521
low   41   90  84.811555816
low   41  100  82.328609851
low   41  110  85.211501571
